metal_type,chemical_additive_type,operator_shift,input_material_source,equipment_type,mass_input_kg,reaction_temp_c,reaction_time_min,energy_kWh,batch_size_kg,raw_material_cost_per_kg,material_purity_pct,moisture_content_pct,ambient_temp_c,reaction_pressure_bar,process_yield_pct,cooling_time_min,maintenance_hours_last_month,downtime_last_month_hr,regulatory_compliance_level,equipment_age_years,operator_experience_years,num_operators,shift_duration_hr,week_of_year,quality_check_passed,num_defects,timestamp,cooling_energy_kWh,process_additive_cost,impurity_penalty,rework_cost,cost_eur,cost_per_kg,energy_per_kg,anomaly_cost_per_kg,anomaly_energy_per_kg,anomaly_isoforest,anomaly_label
Aluminum,,Day,Local,Type_B,451.5389977902508,84.61471419117436,95.32293425519728,823.0022131460852,53.63062490919799,9.83063806145688,90.30129030993967,2.565108899467319,34.95991742383406,1.0603967564499135,73.62845604783938,43.04264834948283,35.61160406867906,14.248192642360094,0.5549893237133338,18,26,4,8,21,0,2,2022-12-07 14:10:00,41.15011065730426,0.0,87.58691306616866,20.0,4629.335824696064,86.31888650438052,15.345750949937843,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,446.30146944252726,100.44328353644616,62.423684804990174,1842.9150799789056,49.56202579430781,7.189132418261291,82.19143523305007,1.7901921173263002,24.012709637108745,7.748167220346373,72.87467358594716,33.06841763641592,4.258609657929688,16.838918614056983,0.6529764258014279,15,23,3,12,1,1,1,2022-12-07 19:40:00,92.14575399894528,30.0,158.95977248304345,0.0,3663.7675584537647,73.9228774396576,37.18401438285366,True,True,True,Anomaly
Zinc,,Night,Imported,Type_A,429.7155392346656,91.82241776355708,149.07283596227802,1344.8283741086243,53.2902989854216,9.659750721350392,98.41573840542924,4.324230570877509,29.996164581340132,1.575047764386591,85.37373024515682,54.56582195505316,19.973645155629747,8.546364741732326,0.6649106984811135,4,25,2,8,38,0,2,2022-12-08 15:00:00,67.24141870543122,0.0,13.615636507994882,20.0,4355.763386033555,81.73651619453558,25.23589470714967,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_B,298.2879523539508,136.89116956682,94.23596245913576,1322.1371412421806,41.39238969306735,9.428486629312571,85.60034753033644,2.173323312144475,35.30533904400387,9.323286575580353,99.3454190445656,33.64097327370879,13.93884377984065,13.336214752159403,0.9434135389483624,6,13,1,12,5,1,2,2022-12-09 12:30:00,66.10685706210903,30.0,85.90485699568907,0.0,3124.372697062857,75.48181489956706,31.941551358742164,True,True,True,Anomaly
Aluminum,,Day,Local,Type_C,496.7859767289925,102.95592806044574,80.8214141122053,578.2351550205234,48.47095015540394,7.167766115908222,91.57160152761676,1.6632117920969058,37.155446308827095,2.3497887040126084,75.60177735951525,58.93599530602024,22.891475418755554,5.006842724352872,0.5892009371243605,13,9,4,8,23,0,1,2022-12-11 06:20:00,28.911757751026173,0.0,83.74220334728109,20.0,3732.009832203187,76.99477357546935,11.929519705444788,True,False,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,300.10188763210226,112.23417100151916,146.34552093986397,1878.966762989421,46.33491165226494,1.0332346296479709,86.93629471094143,6.058294116406206,34.37600610102209,1.098101831205018,97.13892803934932,31.36954148394575,5.6675702430028085,1.4404479812632176,0.684004079715731,6,20,3,12,40,1,3,2022-12-11 15:10:00,93.94833814947106,30.0,78.40885233431916,0.0,666.7459789356052,14.389710806819103,40.55185811274928,False,True,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_A,228.6281090748741,73.47988213379428,114.87872800937645,1892.4849716037863,42.49902787281797,9.473190235526555,82.81137234097025,7.682741829162393,20.5700195474262,4.983893525646904,77.88533083547641,13.577176802649207,2.246600678734132,16.902371187769344,0.8172554501079909,4,13,1,8,14,1,3,2022-12-13 00:00:00,94.62424858018932,30.0,78.59606878552104,0.0,2521.36755711438,59.32765249736514,44.53007671768898,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_B,322.66407965852034,104.18127579925716,176.48854819819195,1736.1343562849047,45.0608171500383,7.308260984800865,93.20853313096389,7.24013596363087,24.683745554832637,4.967207354015567,78.92960985291103,48.561396462102245,29.98564357704334,0.4170209502632604,0.5788289661210226,3,29,1,12,34,1,4,2022-12-13 06:40:00,86.80671781424525,30.0,43.82724813657739,0.0,2674.4411197406403,59.35181137163127,38.528692245063496,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,352.52113211235326,74.18674763522542,101.226608713079,1737.5215510016596,55.13758032809408,9.707895415525176,94.3464713967238,8.022180924352377,29.994904490965084,2.306769982048098,77.9966730253302,55.13319974967816,19.28742837752214,0.2762743786718435,0.5964391744565001,8,11,5,12,25,1,3,2022-12-14 00:20:00,86.87607755008298,30.0,39.85976607312981,0.0,3715.711265268019,67.38981368347721,31.512473718697912,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_C,299.4104306965555,96.16058808151917,130.1298865426283,1907.6721253254816,56.55240248432606,7.995624684237302,86.90232441965333,4.661670999136971,16.502621115849735,1.0845405339096938,93.24226796829797,27.73034930374368,14.4636874589045,1.2266730365229803,0.9515280566724854,5,11,4,8,12,1,3,2022-12-14 10:20:00,95.3836062662741,30.0,78.43161373270713,0.0,2761.356437742169,48.82827813561945,33.732821976116895,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,457.7127295733302,80.78168006164086,92.86405811337367,1459.1592485592798,42.64237814122001,7.423227111720761,96.1759013255472,7.232448143418048,30.30189205132754,8.674038065173265,80.72252777135974,28.630880990153408,31.72511495535118,7.559450642496081,0.5009916087072689,19,16,4,12,17,0,0,2022-12-14 18:30:00,72.95796242796399,30.0,35.00677284883092,20.0,3684.69011163143,86.40911394361578,34.21852420441795,True,True,True,Anomaly
Zinc,,Night,Imported,Type_A,430.5240972818213,52.441694179363175,45.522823963655455,927.3193447611662,59.7280293523026,9.527760889826665,92.04569990209292,9.859714840109808,21.098432831391257,7.135189841229602,72.64691162905041,32.1514923504959,23.311072309937536,8.733697391917609,0.5344171741817044,8,17,5,12,42,0,1,2022-12-15 13:00:00,46.36596723805832,0.0,68.4903573832029,20.0,4305.186621377016,72.07983702229824,15.525697981619693,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,349.27781474057747,79.32472176192779,155.0548025297901,1899.4275869292012,49.240526585453935,3.577939858506446,96.8133845589876,6.127624791112659,27.32701017229649,3.667899076865708,94.07571145590563,28.307414486720784,16.09391400062355,2.759259253448536,0.8597049382283222,17,7,5,8,15,1,2,2022-12-16 12:50:00,94.97137934646008,30.0,22.26028155310791,0.0,1566.8690328463356,31.82072048167742,38.574477542047816,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_C,374.5473095146007,130.83806618598533,37.04155288590317,1859.929909154616,47.45165937769349,4.357371762597392,85.95193439063907,3.84522968912676,39.73148700972851,2.7287284499332958,99.663778717377,45.98697482169543,7.24539418206481,18.218123604540477,0.8176601123456956,9,14,4,12,37,0,3,2022-12-17 11:00:00,92.9964954577308,30.0,105.2333035574146,20.0,2051.913724830811,43.24219114232691,39.19630911851628,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_C,210.0330795310712,63.18698052512263,86.66298056840927,1583.9233682458262,40.610520285274646,6.4033343906574975,90.93908509899144,7.924781364704017,14.747648606698217,2.532828521929667,84.63078595929096,27.758496677771703,9.57013781711745,14.07078772793171,0.7845987657511784,2,9,2,12,21,0,0,2022-12-21 07:30:00,79.19616841229131,30.0,38.06183720055596,20.0,1653.8589904934008,40.72489046866728,39.00278442923953,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,467.629910553463,84.98046393605107,114.50619797199134,1391.7985344256049,46.83701055797792,9.80076467173528,82.21708117847955,7.134968423933215,11.864495210474312,3.353065131297493,82.7043971482101,48.90261398619681,32.6467596458558,3.202925000643242,0.9548220551161426,4,29,4,12,40,1,5,2022-12-21 15:20:00,69.58992672128024,30.0,166.31649475774208,0.0,4930.77036699152,105.27508712128179,29.7157849710059,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_B,300.27890820769005,81.64572038959693,138.62576218565624,1913.366643587477,46.40988451880703,9.116378171737004,80.92720316594423,6.402525162604679,10.53907423696248,4.7607163925711085,97.07735487351536,30.83854212906874,32.43647727647837,4.397096371366905,0.959341405857825,17,8,4,12,38,1,2,2022-12-22 05:30:00,95.66833217937386,30.0,114.54317219594702,0.0,3188.7716020162075,68.70888895929049,41.227567433659715,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_A,299.06977028089574,104.62549588124162,164.521181059679,1818.308227411904,48.59143514445043,9.811181776328798,92.24409100898804,6.676326624227418,18.39292268702286,8.786974813140695,76.96840077729286,43.91759896090972,24.04833819557196,4.94352785186093,0.9287949563248524,3,25,4,8,26,0,1,2022-12-23 06:10:00,90.91541137059522,30.0,46.39115840522956,20.0,3291.9105518397737,67.74672413057425,37.420344182190114,True,True,True,Anomaly
Zinc,,Night,Imported,Type_C,258.2061228830696,124.83389336550268,41.44342398259319,1938.071478984699,51.40273294474589,5.011674051303576,82.71192202521351,2.486531596410157,24.15145419456938,5.329313507984323,91.60168820672772,25.719286574010116,9.06348493113331,9.564444418342095,0.9121786332381564,9,22,5,8,27,1,3,2022-12-23 15:00:00,96.90357394923495,0.0,89.27775171939618,0.0,1634.8091044432117,31.80393358073995,37.703666088493414,True,True,True,Anomaly
Magnesium,,Day,Imported,Type_C,299.46524938525545,134.4022574187635,151.20070232576225,1856.892324831683,40.72555986211838,7.284599798269482,91.20935105841104,2.9886292297904102,27.092427165675183,8.840387076821681,77.64846749231758,36.14260794419576,33.76346401602298,0.0466587754360503,0.7801768443563051,4,3,5,8,7,1,2,2022-12-28 21:30:00,92.84461624158416,0.0,52.64987755102348,0.0,2491.1390293117106,61.168932673873165,45.595255930634984,True,True,True,Anomaly
Zinc,,Night,Local,Type_C,101.22794749934106,106.43436604946234,72.94239126006045,1703.675054705077,40.36014080248155,8.610677757394189,89.35824539885819,5.5180877805606805,30.812435066452714,3.671584623343228,73.3879987565758,34.2201792157761,29.936640776620685,17.009600817261006,0.6256088163190587,3,23,1,8,6,0,1,2022-12-29 00:30:00,85.18375273525385,0.0,21.5448595213051,20.0,1111.4656987129763,27.538697254610113,42.211821386914636,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,268.8157938022391,133.22996281348088,144.6739384517715,1381.5028291924696,45.539363858320286,9.09829187176712,82.27707312326858,1.41824212509558,34.95482572129882,3.045904778443677,99.2269015424499,24.807843426088773,24.675600663526605,6.899883126281308,0.5099229925989841,9,19,1,8,27,1,1,2022-12-29 12:30:00,69.07514145962348,30.0,95.28405313735192,0.0,2739.3967898797077,60.15448082240185,30.336454270431396,True,True,True,Anomaly
Aluminum,,Night,Local,Type_A,306.7014682011595,141.69975533958956,42.29717563148338,1631.6332384490322,44.77846936239104,9.137173098620176,83.41770193209746,0.5945221378979559,37.20915311625727,6.091923677532088,86.84553912429256,42.07853900488944,32.93441901786408,12.830518555390803,0.6728605857720243,19,10,3,8,44,1,1,2022-12-29 16:20:00,81.58166192245162,0.0,101.71630327149924,0.0,3136.502032264127,70.04486926251306,36.437896642787514,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_C,446.02728671854464,100.46717366187129,171.24648922446892,750.8739976228053,45.03865672688352,7.711910669092758,85.39902860429166,0.4755594181935307,38.5058018270763,9.96549423544318,97.13877744563878,31.620268129192272,7.669785029585552,7.590489182759015,0.511879051912878,4,22,3,8,33,1,2,2022-12-30 15:40:00,37.54369988114026,30.0,130.24863310165745,0.0,3715.119864682538,82.48735940796803,16.671767148299732,True,True,True,Anomaly
Aluminum,,Day,Local,Type_A,401.9962673137823,149.42187329637716,97.46632449938676,1807.9677099657629,40.84271551639261,1.3111078683282646,84.66971610390478,2.3840544803271104,37.390759231108895,4.262877792773177,81.03532170293701,51.93521513602933,14.378922578898434,0.559533551701592,0.8053280261460543,8,20,3,12,2,1,1,2023-01-02 07:30:00,90.39838549828814,0.0,123.25433806181732,0.0,879.5954363309515,21.536164410466725,44.2665892095279,False,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,486.3573705723676,89.25114534129794,105.77887123600576,1533.292188665542,47.06832255292954,7.984224842400773,88.73831508127749,3.658675813612774,18.921612268869985,2.627777010429601,87.6677057372816,11.248454173701852,1.8493609502458552,6.552253043478133,0.7860560123358908,6,5,3,12,15,1,3,2023-01-03 04:10:00,76.6646094332771,0.0,109.54406930568727,0.0,4194.247747743376,89.10977745227348,32.57588342863325,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,488.6889507586914,73.21081067272061,73.12661551559005,953.9113569668258,66.69511453099508,9.965290307529443,82.40906492819715,6.383594548557738,26.35787355581661,2.2655602534868957,81.480671457527,34.243084415129985,1.9140462913774223,15.265064693513242,0.7676613310650455,18,14,3,8,44,1,1,2023-01-05 09:40:00,47.69556784834129,0.0,171.92991206207202,0.0,5176.659101161553,77.61676604897072,14.302567192136937,True,False,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,481.01560600674895,131.8277435335198,51.32973173079876,1439.5541453084156,40.61066948489706,6.858935476217407,89.05699125378804,0.8354713330663743,39.45748269862119,5.087906902210299,92.85085335940792,10.395432742213586,26.337471914122297,11.796015564395256,0.965517173548543,1,20,3,8,2,0,3,2023-01-06 17:20:00,71.97770726542079,30.0,105.27515967192598,20.0,3618.186885436276,89.09448997835077,35.44768317212254,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_B,467.5329884995541,138.96030911413567,117.13935595094264,1325.1401198367964,42.14725440389692,9.44423070834785,83.4881399561345,7.998684414678349,36.08536969771269,8.697607665585043,95.11493179534384,30.58094336016004,14.09173051266544,11.500371857549135,0.8088388195076535,10,20,3,8,45,1,0,2023-01-06 23:10:00,66.25700599183982,30.0,154.3967854398963,0.0,4773.676615241188,113.26186445017437,31.440722262427474,True,True,True,Anomaly
Aluminum,,Day,Local,Type_A,327.7926758938661,112.6882555607823,34.894034696787614,1608.86467672908,45.58526046564939,8.621418462449519,91.30164420493767,7.574737616746936,13.818245873273188,9.574964565651156,86.77408112648926,22.48309984657946,0.2470388733117534,9.87120138741702,0.8838654828846417,9,13,4,8,21,1,2,2023-01-07 01:40:00,80.443233836454,0.0,57.025146438807816,0.0,3103.6108798511077,68.08364914772885,35.293528221505596,True,True,True,Anomaly
Aluminum,,Day,Local,Type_A,55.58690095991175,82.74886651390031,163.4860111165177,1867.640836388903,46.3844693101648,7.998508304584449,96.30225976654508,3.3365713080305035,21.065959462220505,7.308113970778864,81.63496697331601,21.98470872246525,22.92580928711553,13.740362280614368,0.7955118314900141,9,6,4,12,15,0,2,2023-01-07 04:50:00,93.38204181944516,0.0,4.110918402650775,20.0,679.0684328767092,14.639995735121982,40.26435710410561,False,True,True,Anomaly
Aluminum,,Night,Imported,Type_C,354.7268397901951,116.02949297288076,166.05081106469905,1465.1217697114,45.64914893094941,7.740023643849978,85.02939523889685,8.377190823668235,18.90722056336311,8.014855960844256,75.07980788287985,47.45323492634793,7.159096321608542,11.773545528872091,0.8749096200389297,18,25,5,12,38,1,1,2023-01-08 14:40:00,73.25608848557,0.0,106.20950633308334,0.0,3065.64127622342,67.15659213845635,32.09527020816089,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,439.2600382541688,55.398633745282645,124.10251261231733,528.1292851361927,50.13712020927134,9.796165807078872,88.13709243677141,7.323159434576119,19.42610512851361,9.48704897809334,83.88871354326663,50.206968312798175,6.827352238774807,7.427554943154959,0.5340491732787835,12,6,3,8,17,1,3,2023-01-09 03:20:00,26.40646425680964,30.0,104.21802460058916,0.0,4517.808633959006,90.10905722350553,10.533698045116905,True,False,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_B,420.96960129440015,89.68420291610211,129.24273366465252,579.2624458831615,43.690706615597584,7.0373619862600005,82.5831707342429,5.15313327156646,21.87200261696445,5.898770829454801,79.08499064493869,36.30680124643868,7.94615440609669,9.297369403463252,0.6518516150159566,3,14,1,8,38,0,2,2023-01-10 14:40:00,28.96312229415808,30.0,146.63911343636818,20.0,3234.4084113074646,74.02966584552287,13.25825308754253,True,False,True,Anomaly
Zinc,,Day,Imported,Type_A,419.3162886401673,62.30261158640104,127.2038806557625,1670.5046809768428,61.20556521076189,9.252912720909489,96.48369193965044,8.366388383624239,36.34554116707345,1.8660108466018608,76.72658757932048,13.915125621876298,7.229815443511356,2.920296024238556,0.7222527637435716,11,19,5,12,26,0,1,2023-01-12 16:10:00,83.52523404884215,0.0,29.48890491162566,20.0,4156.458143413901,67.90980736965832,27.29334620511134,True,True,True,Anomaly
Aluminum,,Day,Local,Type_A,405.2212833056886,91.51689464777432,118.41642931866454,1451.0644804260376,41.06703154234869,4.006185578153588,92.54806784226382,8.180686694590138,14.844873329072453,4.257972158105872,91.17193753902885,22.7343449207748,15.71986548388022,19.77756155007414,0.7923072935535718,2,19,5,8,23,0,5,2023-01-13 04:30:00,72.55322402130189,0.0,60.39363024129572,20.0,1913.6496564794609,46.59819774180874,35.33404840643734,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_B,283.1249707461295,130.54429978720833,175.25997570357634,1788.8168475846398,42.75843829723522,4.918469998580994,80.56770134400723,1.216034808098464,15.655433184758158,7.883085336300336,72.35483671950405,46.98376270908412,16.446785112017942,19.49547782977671,0.8453501283472012,6,5,3,12,26,0,7,2023-01-13 11:20:00,89.440842379232,30.0,110.03537977016006,20.0,1769.6608547256835,41.38740621029909,41.83541118012033,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_C,409.3744086769716,108.84684373404404,146.7763680581598,1913.9241103939096,69.64562273877749,9.772414684978036,91.94536659677078,5.730167075437402,16.757934516368678,4.677344605313811,83.35278567106393,38.852595529951806,25.49363645302447,7.501683888319102,0.705428645888569,10,1,1,8,47,0,4,2023-01-14 13:00:00,95.69620551969548,30.0,65.94721573113488,20.0,4380.739843600828,62.90043324089206,27.480895928988073,True,True,True,Anomaly
Zinc,,Day,Imported,Type_A,149.94553873591235,57.891541810566125,115.46651104473511,1924.588686705408,51.10774330120918,1.708782353859986,86.29957466576519,6.022527524439977,24.844281919761755,1.066077583962756,80.59206301518847,29.51624458375465,27.930569854913685,14.805168475454009,0.7731540914876186,14,4,2,8,1,1,2,2023-01-14 16:00:00,96.2294343352704,0.0,41.08635315305962,0.0,528.2756133526341,10.336508310280555,37.65747736820681,False,True,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_A,252.14870808041067,120.56490425245894,31.77775986127424,1895.4665626969368,49.85012809915676,9.20052142743284,88.59126516238081,7.418265878386494,28.193666166484864,9.384998495165704,80.53498089029281,16.59071334984288,6.434054057450607,3.5616017833827263,0.7604359838510514,9,23,3,12,43,1,1,2023-01-16 11:40:00,94.77332813484686,30.0,57.53395500275308,0.0,2641.8815388921275,52.99648445510847,38.02330375012616,True,True,True,Anomaly
Magnesium,,Night,Imported,Type_B,484.4313082314214,113.19248170392008,131.6594043727018,1628.8805732723197,74.9424531611496,9.23275053786944,82.12905916939948,5.043303677201717,30.700802294296675,9.596878790070903,83.0221529272211,37.21487275643807,26.562598518143407,13.477031696260102,0.9910381938728064,13,7,2,8,49,1,1,2023-01-17 03:40:00,81.44402866361598,0.0,173.1448649178826,0.0,4853.391987151247,64.76158415464388,21.735084782582703,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_B,104.32822954811613,131.79585284740918,112.24187829877262,1958.2204045486476,45.31348288128073,2.969571011549161,91.27051746334526,7.009782976713895,36.99117169710236,3.2023274127457064,81.88259606127284,59.53928828179094,23.24530097903196,5.191464375477368,0.9862567155373028,9,23,4,12,28,1,2,2023-01-17 06:30:00,97.91102022743236,30.0,18.21462915840774,0.0,622.7344576002322,13.742807173568368,43.21496119993902,False,True,True,Anomaly
Aluminum,,Night,Local,Type_B,178.42179794855537,112.7715644233746,101.88463622366992,1976.986647281131,45.09489559417095,3.004229118838769,99.49782570670594,5.8503961730958585,19.389072356920792,2.5117750433186323,97.81109723264191,36.53510349453947,23.203760333543208,12.448373545028897,0.5451977993217538,19,2,1,12,28,0,1,2023-01-17 23:50:00,98.84933236405654,0.0,1.7919768058614505,20.0,888.2924169577365,19.69829190762244,43.840585973918515,False,True,True,Anomaly
Aluminum,Catalyst_B,Day,Local,Type_A,364.64471992299696,59.20903026388543,124.8674134099946,1386.8448564446558,46.48937074197256,6.519383821911045,82.7090862726886,7.507466321689517,29.34480030163475,4.866791623387324,71.04181827442427,16.268488060556816,17.46286474662132,1.7689592889190675,0.5952914803383964,10,16,1,8,30,1,0,2023-01-18 01:20:00,69.34224282223279,30.0,126.10080786616344,0.0,2696.258288396402,57.99730659641101,29.83143962395159,True,True,True,Anomaly
Aluminum,,Day,Local,Type_A,498.6050692430178,146.06674236912602,77.84525302480478,114.12607230483611,41.44469992024715,7.312633084490153,89.89846697591034,4.996113958862864,10.464599797913843,6.942246732277781,72.43722587060029,15.13008443054318,22.3004969202236,9.487817331514991,0.7121005178366409,1,16,2,8,11,1,1,2023-01-22 22:50:00,5.706303615241807,0.0,100.73351145873713,0.0,3754.38731332408,90.58787542312336,2.7536952257936758,True,False,True,Anomaly
Magnesium,,Day,Imported,Type_B,392.74403072150005,121.72192769558468,170.21134761566154,1684.8398466306774,47.56301789195704,4.746508483972519,83.66292209808154,9.501769556920138,20.81560801402933,4.605219999575381,73.9116965661029,28.08035730379496,32.628170273550886,13.773635103827848,0.8605417472726485,12,3,3,12,9,1,0,2023-01-23 14:00:00,84.24199233153388,0.0,128.32579650821208,0.0,2174.39179625743,45.716018298013054,35.42331671337419,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_B,412.9894391978858,98.06060120994684,70.69198111257472,1658.2325931112566,56.67749620230634,9.36179398127498,90.54487355952196,7.079294801490937,22.51528133581867,5.028363551033439,82.6081081221462,50.47507364664446,9.374742989258458,16.343363542640194,0.7608803103286021,9,5,5,12,17,1,1,2023-01-24 06:10:00,82.91162965556283,30.0,78.09734732396251,0.0,4201.624602105998,74.13214915331818,29.257336760119255,True,True,True,Anomaly
Zinc,,Day,Local,Type_C,436.0180144538924,135.14251619032154,47.047156978800544,1947.180552177373,62.88833406559209,7.079194126063397,83.8791716319262,3.820365236862738,39.8417938687882,8.840511348649974,98.0434514888168,52.54204598723436,3.864767758887444,8.064518400574816,0.7221608637504431,2,17,5,12,7,0,2,2023-01-24 10:00:00,97.35902760886866,0.0,140.57943152799044,20.0,3473.1785958482856,55.22770872298485,30.962508088487088,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,84.30133116636442,52.24589453370324,65.02982861464547,1804.8598197254316,42.44906378611208,9.594423748492318,93.04678461842272,2.978598284745455,17.63734660608931,7.469249963012861,87.96906085639405,24.474308817645888,24.575704106117584,17.628432680342243,0.9370105333010604,8,25,2,12,9,0,1,2023-01-29 04:10:00,90.24299098627158,30.0,11.72330625106809,20.0,1075.491570586964,25.336049247305873,42.51824795994492,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,477.4839915795979,128.9085287480109,44.25158202680414,257.049990431511,54.18266703719465,8.76098818934245,89.41511277189937,7.951969223082267,30.96125462646916,6.946520972235561,92.5893452417982,13.015332130604897,22.05717750945758,3.8239078625329936,0.6379387607400424,11,12,3,12,5,0,3,2023-02-02 02:40:00,12.85249952157555,30.0,101.08228408186784,20.0,4415.6255765540445,81.49516843685197,4.7441369073813675,True,False,True,Anomaly
Aluminum,,Day,Imported,Type_C,332.18295232557426,89.01345523081707,158.02729734983103,1602.600649448601,48.80104569622269,7.261553765597685,83.42490021136169,3.619422587975114,30.428050487977053,4.711951570378826,87.01930071634735,49.98854314410384,31.944136746149884,14.233486680209772,0.9677101847449168,10,18,5,12,47,1,2,2023-02-04 07:20:00,80.13003247243006,0.0,110.11931165761754,0.0,2726.303059487628,55.86566887230964,32.83947355194985,True,True,True,Anomaly
Zinc,,Night,Imported,Type_C,413.96884980768266,147.71189793990453,88.90324958467,1484.9788849280287,56.98927000707555,8.523872603631697,92.58099628268944,8.792379513275119,32.04875056382066,5.292529297010853,82.9772543347793,59.26407228410168,22.892181882506964,7.363418619135576,0.8556846165185481,10,17,5,8,16,0,0,2023-02-05 01:40:00,74.24894424640144,0.0,61.424728711479375,20.0,3838.3005321805504,67.35128440325703,26.057166283120665,True,True,True,Anomaly
Zinc,,Night,Imported,Type_C,477.22718497777385,140.06998913928766,169.54530763667518,1145.1639627192446,49.186832909884544,8.755413542396926,84.93402863548049,3.590055294628768,28.74489094495422,8.826857463574568,81.79642648589687,35.045242627564306,5.895285593284458,7.878891410683959,0.9197584887598188,2,23,5,12,29,0,2,2023-02-05 10:30:00,57.25819813596223,0.0,143.79782206490796,20.0,4464.120326726576,90.75844209984642,23.281921094966727,True,True,True,Anomaly
Magnesium,,Day,Imported,Type_A,443.53465543293305,51.39722945323755,37.0539522066582,1334.5229539528527,57.28798025584233,7.5001159958131005,84.37655861646809,1.4404927321291128,22.576231554279957,2.64931149258035,77.15133680329568,19.316039052977025,6.63832352453158,10.893258133436053,0.8802791352294885,1,5,4,8,45,0,2,2023-02-08 16:40:00,66.72614769764265,0.0,138.59075381442906,20.0,3664.061234196789,63.958638755171016,23.294990467337268,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_A,413.0901070602626,134.36022602658178,120.35994166042136,1400.9376628735056,49.14103711564764,8.615757508763695,94.17948826728605,6.2161875093572485,30.3109632133917,7.355064450831785,75.62747186071883,33.7668550964848,26.09728841170888,19.18643219702445,0.6367120993462684,17,4,5,8,1,1,0,2023-02-10 07:50:00,70.04688314367529,30.0,48.08791629624641,0.0,3819.1652761223936,77.71845081605498,28.5085082672668,True,True,True,Anomaly
Magnesium,,Day,Imported,Type_A,488.9308262867318,79.44992014321669,84.19205544008143,215.51551312272363,44.19823429380399,8.928296498498097,99.81269234062805,4.194646479239051,26.435033078993964,2.789897941106082,86.02997217746653,48.08572508014071,17.625003317942415,10.557192925227117,0.5433101161351342,5,10,4,8,46,0,3,2023-02-10 08:30:00,10.775775656136185,0.0,1.8316097733314327,20.0,4388.524056523023,99.2918411027618,4.876111377891312,True,False,True,Anomaly
Aluminum,,Night,Local,Type_B,372.7693314941933,131.9719184482307,101.58629816166426,1351.271287002417,46.0594568460304,9.69008349475568,80.76960036964866,5.251907612437793,21.7390087819158,8.48019566502774,72.31589808802981,34.67274888541913,37.436079635387,3.6433343481033886,0.5278291758983721,6,15,3,12,20,1,3,2023-02-10 12:00:00,67.56356435012086,0.0,143.37006429144506,0.0,3974.625698671293,86.29336885056739,29.3375428094931,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,438.8331715077517,106.03221507367404,65.6198224392812,178.87491421506928,53.98112570472672,9.624023890825896,82.51504454179066,9.713798981194552,38.29689543993592,7.693712273243836,70.02653935534833,35.19730487385539,20.984453332857782,14.27648107215412,0.8905354905151663,5,5,4,8,47,0,0,2023-02-12 10:00:00,8.943745710753465,30.0,153.45956914795556,20.0,4455.354621444752,82.53541517113324,3.31365661385988,True,False,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,472.4912577905483,144.23695288470296,119.17863439306488,1081.8079603511758,60.23634565470214,9.707090716179266,80.10163996208786,1.1601094246153445,34.60140595471421,5.40493036904416,75.73870182234762,45.19524925545328,16.268099711296102,9.129125168017824,0.5351305388199816,6,19,1,12,43,1,4,2023-02-14 01:30:00,54.09039801755879,30.0,188.03602324564585,0.0,4952.985538368544,82.22586354691832,17.959388946874604,True,True,True,Anomaly
